Power, Run #1
Time ( s )	Input Power ( W )
512,300	0,000
512,400	0,000
512,500	0,000
512,600	0,000
512,800	1,642E-5
512,900	0,000
513,000	0,000
513,100	0,000
513,200	0,000
513,300	1,642E-5
513,400	0,000
513,500	0,000
513,600	0,000
513,700	0,000
513,800	0,000
513,900	0,000
514,000	1,642E-5
514,100	0,000
514,200	0,000
514,300	0,000
514,400	0,000
514,500	0,000
514,700	0,000
514,800	0,000
514,900	0,000
515,000	0,000
515,100	0,000
515,200	0,000
515,300	1,642E-5
515,400	0,000
515,500	0,000
515,600	0,000
515,700	0,000
515,800	0,000
515,900	0,000
516,100	0,000
516,200	0,000
516,300	0,000
516,400	0,000
516,500	0,000
516,700	0,000
516,800	0,000
516,900	0,000
517,000	0,000
517,100	0,000
517,200	0,000
517,300	0,000
517,400	0,000
517,500	0,000
517,600	0,000
517,700	0,000
517,800	0,000
518,000	0,000
518,100	0,000
518,200	0,000
518,300	0,000
518,400	0,000
518,500	0,000
518,600	0,000
518,700	0,000
518,800	0,000
518,900	0,000
519,000	0,000
519,100	0,000
519,200	0,000
519,300	1,642E-5
519,400	0,000
519,500	0,000
519,600	0,000
519,700	0,000
519,800	0,000
519,900	1,642E-5
520,000	0,000
520,100	0,000
520,200	0,000
520,300	0,000
520,400	0,000
520,500	0,000
520,600	0,000
520,700	0,000
520,800	0,000
520,900	0,000
521,000	0,000
521,100	0,000
521,200	0,000
521,300	0,000
521,400	0,000
521,500	0,000
521,600	0,000
521,700	0,000
521,800	0,000
521,900	0,000
522,000	1,642E-5
522,100	0,000
522,200	0,000
522,300	0,000
522,400	0,000
522,500	1,642E-5
522,600	1,642E-5
522,700	1,642E-5
522,800	0,000
522,900	0,000
523,000	0,000
523,100	0,000
523,200	0,000
523,300	1,369E-5
523,400	0,000
523,500	0,000
523,600	0,000
523,700	1,642E-5
523,800	0,000
523,900	0,000
524,000	0,000
524,100	1,642E-5
524,200	1,642E-5
524,300	0,000
524,400	0,000
524,500	1,642E-5
524,600	0,000
524,700	1,642E-5
524,800	0,000
524,900	1,642E-5
525,000	0,000
525,100	1,642E-5
525,200	0,000
525,300	0,000
525,400	0,000
525,500	0,000
525,600	0,000
525,700	0,000
525,800	0,000
525,900	0,000
526,000	0,000
526,100	0,000
526,200	0,000
526,300	1,642E-5
526,400	0,000
526,500	0,000
526,600	1,642E-5
526,700	1,642E-5
526,800	0,000
526,900	1,642E-5
527,000	0,000
527,100	0,000
527,200	0,000
527,300	1,642E-5
527,400	0,000
527,500	0,000
527,600	0,000
527,700	0,000
527,800	0,000
527,900	0,000
528,000	0,000
528,100	0,000
528,200	0,000
528,300	0,000
528,400	0,000
528,500	0,000
528,600	0,000
528,700	1,642E-5
528,800	1,642E-5
528,900	1,642E-5
529,000	0,000
529,100	0,000
529,200	0,000
529,300	0,000
529,400	1,642E-5
529,500	0,000
529,600	0,000
529,700	0,000
529,800	0,000
529,900	0,000
530,000	0,000
530,100	1,642E-5
530,200	0,000
530,300	1,369E-5
530,400	0,000
530,500	0,000
530,600	0,000
530,700	1,642E-5
530,800	0,000
530,900	0,000
531,000	0,000
531,100	1,642E-5
531,200	0,000
531,300	0,000
531,400	0,000
531,500	1,642E-5
531,600	0,000
531,700	0,000
531,800	0,000
531,900	0,000
532,000	1,642E-5
532,100	0,000
532,200	0,000
532,300	0,000
532,400	0,000
532,500	0,000
532,600	0,000
532,700	0,000
532,800	1,642E-5
532,900	0,000
533,000	0,000
533,100	0,000
533,200	0,000
533,300	0,000
533,400	0,000
533,500	0,000
533,600	0,000
533,700	0,000
533,800	0,000
533,900	1,642E-5
534,000	0,000
534,100	0,000
534,200	1,642E-5
534,300	0,000
534,400	0,000
534,500	0,000
534,600	0,000
534,700	0,000
534,800	0,000
534,900	0,000
535,000	0,000
535,100	0,000
535,200	0,000
535,300	0,000
535,400	0,000
535,500	0,000
535,600	0,000
535,700	0,000
535,800	0,000
535,900	0,000
536,000	0,000
536,100	0,000
536,200	0,000
536,300	0,000
536,400	0,000
536,500	0,000
536,600	0,000
536,700	0,000
536,800	0,000
536,900	0,000
537,000	0,000
537,100	0,000
537,200	0,000
537,300	0,000
537,400	0,000
537,700	0,000
537,800	0,000
537,900	0,000
538,000	0,000
538,100	0,000
538,200	0,000
538,300	0,000
538,400	0,000
538,500	1,369E-5
538,600	0,000
538,700	0,000
538,800	0,000
538,900	0,000
539,000	0,000
539,100	0,000
539,200	0,000
539,300	1,642E-5
539,400	0,000
539,500	0,000
539,600	0,000
539,700	0,000
539,800	0,000
539,900	0,000
540,000	0,000
540,100	0,000
540,200	0,000
540,300	0,000
540,400	0,000
540,500	0,000
540,600	0,000
540,700	0,000
540,800	0,000
540,900	0,000
541,000	0,000
541,100	0,000
541,200	0,000
541,300	0,000
541,400	1,369E-5
541,500	0,000
541,600	0,000
541,700	0,000
541,800	0,000
541,900	0,000
542,000	0,000
542,100	0,000
542,200	1,642E-5
542,300	0,000
542,400	0,000
542,500	0,000
542,600	0,000
542,700	0,000
542,800	0,000
542,900	0,000
543,000	0,000
543,100	0,000
543,200	0,000
543,300	0,000
543,400	0,000
543,500	0,000
543,600	0,000
543,700	0,000
543,800	0,000
543,900	1,369E-5
544,000	0,000
544,100	0,000
544,200	0,000
544,300	0,000
544,400	0,000
544,500	0,000
544,600	0,000
544,700	0,000
544,800	0,000
544,900	0,000
545,000	0,000
545,100	0,000
545,200	0,000
545,300	0,000
545,400	0,000
545,500	0,000
545,600	0,000
545,700	0,000
545,800	0,000
545,900	1,642E-5
546,000	0,000
546,100	0,000
546,200	0,000
546,300	0,000
546,400	1,642E-5
546,500	0,000
546,600	0,000
546,700	0,000
546,800	0,000
546,900	0,000
547,000	0,000
547,100	0,000
547,200	0,000
547,300	0,000
547,400	0,000
547,500	0,000
547,600	0,000
547,700	0,000
547,800	0,000
547,900	0,000
548,000	0,000
548,100	0,000
548,200	0,000
548,300	1,642E-5
548,400	0,000
548,500	0,000
548,600	0,000
548,700	0,000
548,800	0,000
548,900	0,000
549,000	1,642E-5
549,100	0,000
549,200	0,000
549,300	0,000
549,400	0,000
549,500	0,000
549,600	0,000
549,700	1,642E-5
549,800	0,000
549,900	0,000
550,000	0,000
550,100	0,000
550,200	0,000
550,300	0,000
550,400	0,000
550,500	0,000
550,600	0,000
550,700	0,000
550,800	0,000
550,900	0,000
551,000	1,642E-5
551,100	0,000
551,200	0,000
551,300	0,000
551,400	0,000
551,600	1,642E-5
551,700	0,000
551,800	0,000
551,900	0,000
552,000	0,000
552,100	0,000
552,200	0,000
552,300	0,000
552,400	0,000
552,500	0,000
552,600	1,642E-5
552,700	0,000
552,800	0,000
552,900	0,000
553,000	1,642E-5
553,100	1,642E-5
553,200	0,000
553,300	0,000
553,400	0,000
553,500	0,000
553,600	0,000
553,700	0,000
553,800	0,000
553,900	0,000
554,000	0,000
554,100	0,000
554,200	0,000
554,300	0,000
554,400	1,642E-5
554,500	0,000
554,600	0,000
554,700	0,000
554,800	0,000
554,900	0,000
555,000	0,000
555,100	1,642E-5
555,200	1,642E-5
555,300	0,000
555,400	0,000
555,500	1,642E-5
555,600	1,642E-5
555,700	0,000
555,800	0,000
555,900	1,642E-5
556,000	0,000
556,100	0,000
556,200	1,642E-5
556,300	0,000
556,400	0,000
556,500	0,000
556,600	0,000
556,700	1,369E-5
556,800	1,642E-5
556,900	0,000
557,000	0,000
557,100	0,000
557,200	0,000
557,300	0,000
557,400	1,642E-5
557,500	1,642E-5
557,600	0,000
557,700	0,000
557,800	0,000
557,900	0,000
558,000	1,642E-5
558,100	1,642E-5
558,200	1,642E-5
558,300	1,642E-5
558,400	1,369E-5
558,500	0,000
558,600	0,000
558,700	1,642E-5
558,800	1,369E-5
558,900	0,000
559,000	0,000
559,100	0,000
559,200	0,000
559,300	1,369E-5
559,400	0,000
559,500	0,000
559,600	0,000
559,700	1,642E-5
559,800	1,642E-5
559,900	0,000
560,000	0,000
560,100	0,000
560,200	0,000
560,300	1,642E-5
560,400	1,369E-5
560,500	1,642E-5
560,600	0,000
560,700	0,000
560,800	0,000
560,900	1,642E-5
561,000	1,642E-5
561,100	0,000
561,200	1,642E-5
561,300	1,642E-5
561,400	0,000
561,500	0,000
561,600	0,000
561,700	1,369E-5
561,800	1,642E-5
561,900	1,642E-5
562,000	0,000
562,100	1,642E-5
562,200	1,642E-5
562,300	0,000
562,400	1,642E-5
562,500	1,642E-5
562,600	1,642E-5
562,700	1,642E-5
562,800	1,642E-5
562,900	0,000
563,000	1,642E-5
563,100	1,642E-5
563,200	0,000
563,300	0,000
563,400	0,000
563,500	0,000
563,600	1,642E-5
563,700	0,000
563,800	0,000
563,900	0,000
564,000	1,642E-5
564,100	1,642E-5
564,200	1,642E-5
564,300	1,642E-5
564,400	1,642E-5
564,500	1,642E-5
564,600	0,000
564,700	1,642E-5
564,800	1,642E-5
564,900	1,642E-5
565,000	1,642E-5
565,100	1,642E-5
565,200	1,642E-5
565,300	0,000
565,400	1,642E-5
565,500	1,642E-5
565,600	1,642E-5
565,700	0,000
565,800	0,000
565,900	0,000
566,000	1,642E-5
566,100	0,000
566,200	0,000
566,300	0,000
566,400	1,642E-5
566,500	1,642E-5
566,600	0,000
566,700	1,642E-5
566,800	0,000
566,900	0,000
567,000	0,000
567,100	1,642E-5
567,200	1,642E-5
567,300	1,369E-5
567,400	0,000
567,500	0,000
567,600	0,000
567,700	0,000
567,800	0,000
567,900	1,642E-5
568,000	0,000
568,100	1,642E-5
568,200	0,000
568,300	1,916E-5
568,400	0,000
568,500	1,642E-5
568,600	0,000
568,700	0,000
568,800	1,642E-5
568,900	1,642E-5
569,000	0,000
569,100	1,642E-5
569,200	0,000
569,300	0,000
569,400	1,642E-5
569,500	1,642E-5
569,600	1,369E-5
569,700	1,642E-5
569,800	0,000
569,900	1,642E-5
570,000	0,000
570,100	0,000
570,200	0,000
570,300	0,000
570,400	0,000
570,500	1,642E-5
570,600	1,642E-5
570,700	0,000
570,800	1,642E-5
570,900	0,000
571,000	1,642E-5
571,100	0,000
571,200	0,000
571,300	0,000
571,400	1,642E-5
571,500	0,000
571,600	0,000
571,700	0,000
571,800	1,369E-5
571,900	1,642E-5
572,000	0,000
572,100	0,000
572,200	0,000
572,300	0,000
572,400	0,000
572,500	0,000
572,600	0,000
572,700	0,000
572,800	0,000
572,900	0,000
573,000	0,000
573,100	1,642E-5
573,200	1,642E-5
573,300	1,642E-5
573,400	0,000
573,500	0,000
573,600	0,000
573,700	1,642E-5
573,800	0,000
573,900	0,000
574,000	1,369E-5
574,100	1,642E-5
574,200	1,642E-5
574,300	0,000
574,400	0,000
574,600	1,369E-5
574,700	0,000
574,800	1,642E-5
574,900	0,000
575,000	0,000
575,100	0,000
575,200	0,000
575,300	1,642E-5
575,400	0,000
575,500	1,642E-5
575,600	1,642E-5
575,700	1,642E-5
575,800	0,000
575,900	0,000
576,000	1,369E-5
576,100	1,369E-5
576,200	1,642E-5
576,300	0,000
576,400	1,642E-5
576,500	0,000
576,600	1,642E-5
576,700	0,000
576,800	0,000
576,900	1,642E-5
577,000	0,000
577,100	0,000
577,200	1,369E-5
577,300	0,000
577,400	0,000
577,500	0,000
577,600	1,369E-5
577,700	1,642E-5
577,800	1,369E-5
577,900	1,369E-5
578,000	0,000
578,100	1,369E-5
578,200	0,000
578,300	0,000
578,400	0,000
578,500	0,000
578,600	1,642E-5
578,700	0,000
578,800	1,642E-5
578,900	1,642E-5
579,000	0,000
579,100	0,000
579,200	1,642E-5
579,300	0,000
579,400	1,642E-5
579,500	0,000
579,600	1,369E-5
579,700	1,642E-5
579,800	1,642E-5
579,900	1,642E-5
580,000	1,642E-5
580,100	0,000
580,200	1,369E-5
580,300	1,642E-5
580,400	1,642E-5
580,500	1,642E-5
580,600	1,642E-5
580,700	0,000
580,800	0,000
580,900	1,642E-5
581,000	1,369E-5
581,100	1,642E-5
581,200	0,000
581,300	0,000
581,400	1,642E-5
581,500	1,642E-5
581,600	0,000
581,700	1,642E-5
581,800	0,000
581,900	1,642E-5
582,000	1,642E-5
582,100	0,000
582,200	0,000
582,300	0,000
582,400	1,642E-5
582,500	1,642E-5
582,600	1,369E-5
582,700	0,000
582,800	1,369E-5
582,900	0,000
583,000	1,642E-5
583,100	0,000
583,200	0,000
583,300	1,642E-5
583,400	0,000
583,500	0,000
583,600	0,000
583,700	0,000
583,800	0,000
583,900	1,369E-5
584,000	0,000
584,100	1,369E-5
584,200	0,000
584,300	1,642E-5
584,400	1,642E-5
584,500	0,000
584,600	1,642E-5
584,700	0,000
584,800	0,000
584,900	1,369E-5
585,000	1,642E-5
585,100	0,000
585,200	0,000
585,300	1,642E-5
585,400	0,000
585,500	0,000
585,600	0,000
585,700	0,000
585,800	0,000
585,900	0,000
586,000	0,000
586,100	0,000
586,200	0,000
586,300	0,000
586,400	0,000
586,500	1,642E-5
586,600	0,000
586,700	0,000
586,800	0,000
586,900	0,000
587,000	1,642E-5
587,100	0,000
587,200	0,000
587,300	0,000
587,400	1,369E-5
587,500	1,642E-5
587,600	0,000
587,700	0,000
587,800	1,642E-5
587,900	0,000
588,000	0,000
588,100	1,642E-5
588,200	0,000
588,300	1,642E-5
588,400	0,000
588,500	1,642E-5
588,600	0,000
588,700	0,000
588,800	0,000
588,900	0,000
589,000	1,642E-5
589,100	0,000
589,200	1,642E-5
589,300	0,000
589,400	0,000
589,500	1,369E-5
589,600	1,642E-5
589,700	0,000
589,800	1,642E-5
589,900	1,642E-5
590,000	1,642E-5
590,100	0,000
590,200	0,000
590,300	1,642E-5
590,400	1,642E-5
590,500	0,000
590,600	0,000
590,700	1,642E-5
590,800	0,000
590,900	0,000
591,000	1,642E-5
591,100	0,000
591,200	1,642E-5
591,300	0,000
591,400	1,369E-5
591,500	0,000
591,600	0,000
591,700	0,000
591,800	1,642E-5
591,900	1,642E-5
592,000	0,000
592,100	1,642E-5
592,200	0,000
592,300	1,369E-5
592,400	0,000
592,500	1,642E-5
592,600	1,369E-5
592,700	0,000
592,800	0,000
592,900	1,642E-5
593,000	1,642E-5
593,100	1,642E-5
593,200	0,000
593,300	0,000
593,400	1,369E-5
593,500	0,000
593,600	0,000
593,700	0,000
593,800	1,642E-5
593,900	1,642E-5
594,000	0,000
594,100	0,000
594,200	0,000
594,300	1,642E-5
594,400	1,369E-5
594,500	1,369E-5
594,600	1,642E-5
594,700	1,642E-5
594,800	1,642E-5
594,900	1,642E-5
595,000	1,642E-5
595,100	0,000
595,200	1,369E-5
595,300	1,642E-5
595,400	0,000
595,500	1,642E-5
595,600	1,642E-5
595,700	1,369E-5
595,800	1,642E-5
595,900	1,369E-5
596,000	0,000
596,100	1,369E-5
596,200	1,369E-5
596,300	1,369E-5
596,400	1,642E-5
596,500	1,642E-5
596,600	1,642E-5
596,700	1,369E-5
596,800	1,642E-5
596,900	0,000
597,000	0,000
597,100	1,642E-5
597,200	1,369E-5
597,300	0,000
597,400	1,642E-5
597,500	1,642E-5
597,600	0,000
597,700	0,000
597,800	0,000
597,900	1,642E-5
598,000	1,642E-5
598,100	0,000
598,200	0,000
598,300	1,642E-5
598,400	0,000
598,500	0,000
598,600	1,369E-5
598,700	1,642E-5
598,800	0,000
598,900	0,000
599,000	1,642E-5
599,100	0,000
599,200	0,000
599,300	0,000
599,400	0,000
599,500	0,000
599,600	0,000
599,700	1,369E-5
599,800	0,000
599,900	0,000
600,000	0,000
600,100	0,000
600,200	0,000
600,300	0,000
600,400	0,000
600,500	0,000
600,600	0,000
600,700	1,642E-5
600,800	0,000
600,900	0,000
601,000	0,000
601,100	0,000
601,200	0,000
601,300	0,000
601,400	0,000
601,500	1,642E-5
601,600	0,000
601,700	0,000
601,800	0,000
601,900	0,000
602,000	1,369E-5
602,100	0,000
602,200	0,000
602,300	0,000
602,400	1,369E-5
602,500	0,000
602,600	0,000
602,700	0,000
602,800	0,000
602,900	0,000
603,000	1,642E-5
603,100	0,000
603,200	1,642E-5
603,300	1,642E-5
603,400	0,000
603,500	0,000
603,600	0,000
603,700	0,000
603,800	0,000
603,900	1,642E-5
604,000	0,000
604,100	1,642E-5
604,200	0,000
604,300	0,000
604,400	1,642E-5
604,500	1,642E-5
604,600	0,000
604,700	0,000
604,800	0,000
604,900	0,000
605,000	0,000
605,100	0,000
605,200	0,000
605,300	1,642E-5
605,400	0,000
605,500	0,000
605,600	0,000
605,700	0,000
605,800	0,000
605,900	1,642E-5
606,000	0,000
606,100	1,369E-5
606,200	1,369E-5
606,300	0,000
606,400	0,000
606,500	1,369E-5
606,600	1,369E-5
606,700	1,642E-5
606,800	0,000
606,900	0,000
607,000	0,000
607,100	0,000
607,200	1,642E-5
607,300	0,000
607,400	1,642E-5
607,500	0,000
607,600	0,000
607,700	0,000
607,800	0,000
607,900	1,642E-5
608,000	1,642E-5
608,100	0,000
608,200	0,000
608,300	0,000
608,400	0,000
608,500	0,000
608,600	0,000
608,700	1,642E-5
608,800	1,642E-5
608,900	0,000
609,000	0,000
609,100	0,000
609,200	0,000
609,300	0,000
609,400	1,642E-5
609,500	0,000
609,600	0,000
609,700	1,642E-5
609,800	1,642E-5
609,900	1,642E-5
610,000	1,642E-5
610,100	0,000
610,200	1,369E-5
610,300	1,369E-5
610,400	1,369E-5
610,500	0,000
610,600	0,000
610,700	0,000
610,800	0,000
610,900	1,369E-5
611,000	0,000
611,100	1,642E-5
611,200	1,642E-5
611,300	1,369E-5
611,400	0,000
611,500	0,000
611,600	0,000
611,700	1,369E-5
611,800	0,000
611,900	1,642E-5
612,000	1,642E-5
612,100	0,000
612,200	1,369E-5
612,300	1,642E-5
612,400	1,642E-5
612,500	1,642E-5
612,600	1,642E-5
612,700	1,642E-5
612,800	1,642E-5
612,900	1,369E-5
613,000	1,642E-5
613,100	1,642E-5
613,200	0,000
613,300	0,000
613,400	0,000
613,500	0,000
613,600	0,000
613,700	0,000
613,800	0,000
613,900	0,000
614,000	1,369E-5
614,100	0,000
614,200	1,642E-5
614,300	1,369E-5
614,400	0,000
614,500	1,369E-5
614,600	1,642E-5
614,700	0,000
614,800	1,642E-5
614,900	0,000
615,000	1,642E-5
615,100	0,000
615,200	1,642E-5
615,300	1,369E-5
615,400	0,000
615,500	1,369E-5
615,600	1,642E-5
615,700	1,369E-5
615,800	0,000
615,900	0,000
616,000	0,000
616,100	1,642E-5
616,200	0,000
616,300	1,369E-5
616,400	1,369E-5
616,500	1,642E-5
616,600	1,369E-5
616,700	1,369E-5
616,800	1,642E-5
616,900	1,642E-5
617,000	1,369E-5
617,100	1,642E-5
617,200	1,642E-5
617,300	1,642E-5
617,400	1,642E-5
617,500	1,642E-5
617,600	1,369E-5
617,700	0,000
617,800	0,000
617,900	1,642E-5
618,000	0,000
618,100	1,642E-5
618,200	0,000
618,300	1,369E-5
618,400	1,369E-5
618,500	0,000
618,600	1,369E-5
618,700	1,369E-5
618,800	0,000
618,900	0,000
619,000	1,642E-5
619,100	0,000
619,200	1,642E-5
619,300	0,000
619,400	1,369E-5
619,500	1,369E-5
619,600	1,642E-5
619,700	1,642E-5
619,800	1,642E-5
619,900	1,642E-5
620,000	1,369E-5
620,100	1,369E-5
620,200	0,000
620,300	1,369E-5
620,400	1,642E-5
620,500	0,000
620,600	1,642E-5
620,700	1,642E-5
620,800	1,369E-5
620,900	0,000
621,000	1,642E-5
621,100	1,642E-5
621,200	1,642E-5
621,300	1,642E-5
621,400	1,369E-5
621,500	1,642E-5
621,600	0,000
621,700	0,000
621,800	1,642E-5
621,900	1,369E-5
622,000	1,369E-5
622,100	1,369E-5
622,200	1,369E-5
622,300	0,000
622,400	1,642E-5
622,500	1,369E-5
622,600	1,369E-5
622,700	1,642E-5
622,800	0,000
622,900	1,642E-5
623,000	0,000
623,100	1,369E-5
623,200	0,000
623,300	0,000
623,400	1,369E-5
623,500	0,000
623,600	0,000
623,700	1,369E-5
623,800	0,000
623,900	0,000
624,000	1,642E-5
624,100	1,642E-5
624,200	0,000
624,300	0,000
624,400	1,642E-5
624,500	0,000
624,600	0,000
624,700	1,642E-5
624,800	0,000
624,900	0,000
625,000	1,369E-5
625,100	1,642E-5
625,200	1,642E-5
625,300	1,642E-5
625,400	0,000
625,500	0,000
